meanBVolt,28.244999
rangeBVolt,114.52
meanBType,1.375
rangeBType,2.0
meanBLoads,6.0625
rangeBLoads,30.0
meanLType,0.6428572
rangeLType,1.0
meanLSpan,13.407143
rangeLSpan,39.5
meanLAge,17.0
rangeLAge,37.0
meanSpeed,65.50284
rangeSpeed,79.60921
meanImpact,6.2720656
rangeImpact,15.635014
